year,state,totals
2013,New Jersey,9843
2013,New Mexico,16606
2013,New York,35013
2013,North Carolina,58353
2013,North Dakota,8143
2013,Ohio,76031
2013,Oklahoma,37224
2013,Oregon,28021
2013,Pennsylvania,114209
2013,Puerto Rico,1233
2013,Rhode Island,3088
2013,South Carolina,35234
2013,South Dakota,9506
2013,Tennessee,61462
2013,Texas,163594
2013,Utah,32240
2013,Vermont,4099
2013,Virgin Islands,271
2013,Virginia,52284
2013,Washington,60588
2013,West Virginia,25848
2013,Wisconsin,50492
2013,Wyoming,7534
2013,Alabama,52678
2013,Alaska,9397
2013,Arizona,38022
2013,Arkansas,33226
2013,California,108666
2013,Colorado,55170
2013,Connecticut,24128
2013,Delaware,4235
2013,District of Columbia,62
2013,Florida,99785
2013,Georgia,67907
2013,Guam,95
2013,Hawaii,1803
2013,Idaho,17947
2013,Illinois,127615
2013,Indiana,57638
2013,Iowa,20309
2013,Kansas,24839
2013,Kentucky,247260
2013,Louisiana,35129
2013,Maine,9029
2013,Mariana Islands,2
2013,Maryland,16241
2013,Massachusetts,21491
2013,Michigan,54680
2013,Minnesota,55260
2013,Mississippi,26649
2013,Missouri,65205
2013,Montana,14677
2013,Nebraska,9960
2013,Nevada,17065
2013,New Hampshire,14988
2013,New Jersey,8972
2013,New Mexico,17202
2013,New York,32249
2013,North Carolina,72694
2013,North Dakota,8362
2013,Ohio,79762
2013,Oklahoma,43984
2013,Oregon,30190
2013,Pennsylvania,113841
2013,Puerto Rico,1258
2013,Rhode Island,2624
2013,South Carolina,42168
2013,South Dakota,10060
2013,Tennessee,70784
2013,Texas,189806
2013,Utah,28356
2013,Vermont,4254
2013,Virgin Islands,6
2013,Virginia,57124
2013,Washington,66081
2013,West Virginia,29414
2013,Wisconsin,50656
2013,Wyoming,7556
2013,Alabama,55210
2013,Alaska,9975
2013,Arizona,41443
2013,Arkansas,29607
2013,California,133187
2013,Colorado,53121
2013,Connecticut,31886
2013,Delaware,5055
2013,District of Columbia,59
2013,Florida,117696
2013,Georgia,70862
2013,Guam,132
2013,Hawaii,2260
2013,Idaho,17708
2013,Illinois,149608
2013,Indiana,61855
2013,Iowa,24157
2013,Kansas,29270
2013,Kentucky,238510
2013,Louisiana,42313
2013,Maine,10538
2013,Mariana Islands,1
2013,Maryland,18392
2013,Massachusetts,27785
2013,Michigan,60852
2013,Minnesota,64272
2013,Mississippi,26380
2013,Missouri,71515
2013,Montana,15217
2013,Nebraska,14751
2013,Nevada,18361
2013,New Hampshire,20513
2013,New Jersey,11110
2013,New Mexico,16998
2013,New York,43752
2013,North Carolina,70301
2013,North Dakota,9686
2013,Ohio,83996
2013,Oklahoma,48246
2013,Oregon,33335
2013,Pennsylvania,135603
2013,Puerto Rico,1357
2013,Rhode Island,3792
2013,South Carolina,36801
2013,South Dakota,11242
2013,Tennessee,69456
2013,Texas,186890
2013,Utah,27938
2013,Vermont,4195
2013,Virgin Islands,26
2013,Virginia,60837
2013,Washington,73547
2013,West Virginia,26793
2013,Wisconsin,56977
2013,Wyoming,7861
